Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-02-19 12:15:00+08:00,28.07999992370605,28.07999992370605,28.07999992370605,28.07999992370605,0,0.0,0.0,0.0
2024-02-20 09:15:00+08:00,28.15999984741211,28.26000022888184,28.15999984741211,28.26000022888184,2000,0.0,0.0,0.0
2024-02-21 10:30:00+08:00,28.11000061035156,28.11000061035156,28.11000061035156,28.11000061035156,0,0.0,0.0,0.0
2024-02-21 10:45:00+08:00,28.200000762939453,28.200000762939453,28.200000762939453,28.200000762939453,0,0.0,0.0,0.0
2024-02-22 09:45:00+08:00,28.18000030517578,28.290000915527344,28.18000030517578,28.290000915527344,3000,0.0,0.0,0.0
2024-02-23 09:45:00+08:00,28.299999237060547,28.32999992370605,28.299999237060547,28.32999992370605,97000,0.0,0.0,0.0
2024-02-23 11:30:00+08:00,28.270000457763672,28.270000457763672,28.270000457763672,28.270000457763672,4000,0.0,0.0,0.0
2024-02-23 11:40:00+08:00,28.34000015258789,28.34000015258789,28.34000015258789,28.34000015258789,1000,0.0,0.0,0.0
2024-03-01 12:40:00+08:00,28.229999542236328,28.350000381469727,28.229999542236328,28.350000381469727,0,0.0,0.0,0.0
2024-03-07 09:10:00+08:00,27.959999084472656,27.959999084472656,27.959999084472656,27.959999084472656,7000,0.0,0.0,0.0
2024-03-18 09:10:00+08:00,28.209999084472656,28.209999084472656,28.209999084472656,28.209999084472656,10000,0.0,0.0,0.0
2024-03-18 10:05:00+08:00,28.190000534057617,28.190000534057617,28.190000534057617,28.190000534057617,0,0.0,0.0,0.0
2024-03-19 11:40:00+08:00,28.229999542236328,28.229999542236328,28.190000534057617,28.229999542236328,2000,0.0,0.0,0.0
2024-03-20 09:25:00+08:00,28.459999084472656,28.459999084472656,28.459999084472656,28.459999084472656,0,0.0,0.0,0.0
2024-03-21 13:10:00+08:00,28.3700008392334,28.3700008392334,28.3700008392334,28.3700008392334,0,0.0,0.0,0.0
2024-04-09 09:40:00+08:00,28.59000015258789,28.59000015258789,28.59000015258789,28.59000015258789,2000,0.0,0.0,0.0
2024-04-15 12:55:00+08:00,29.06999969482422,29.06999969482422,29.06999969482422,29.06999969482422,0,0.0,0.0,0.0
2024-04-15 12:55:00+08:00,29.06999969482422,29.06999969482422,29.06999969482422,29.06999969482422,1000,0.0,0.0,0.0
2024-04-15 12:55:00+08:00,29.06999969482422,29.06999969482422,29.06999969482422,29.06999969482422,1000,0.0,0.0,0.0
2024-04-15 12:55:00+08:00,29.06999969482422,29.06999969482422,29.06999969482422,29.06999969482422,0,0.0,0.0,0.0
2024-04-17 09:05:00+08:00,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,0,0.0,0.0,0.0
2024-04-17 12:40:00+08:00,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,1000,0.0,0.0,0.0
2024-04-17 12:50:00+08:00,29.420000076293945,29.420000076293945,29.420000076293945,29.420000076293945,0,0.0,0.0,0.0
2024-04-18 01:00:00+00:00,29.3799991607666,29.3799991607666,29.3799991607666,29.3799991607666,0,0.0,0.0,0.0
2024-04-19 02:50:00+00:00,29.25,29.25,29.25,29.25,0,0.0,0.0,0.0
2024-04-23 03:05:00+00:00,29.290000915527344,29.290000915527344,29.290000915527344,29.290000915527344,0,0.0,0.0,0.0
2024-04-24 03:35:00+00:00,29.479999542236328,29.479999542236328,29.479999542236328,29.479999542236328,0,0.0,0.0,0.0
2024-04-26 03:40:00+00:00,29.770000457763672,29.770000457763672,29.770000457763672,29.770000457763672,0,0.0,0.0,0.0
2024-04-26 04:40:00+00:00,29.780000686645508,29.780000686645508,29.760000228881836,29.760000228881836,4000,0.0,0.0,0.0
2024-04-26 05:05:00+00:00,29.780000686645508,29.780000686645508,29.780000686645508,29.780000686645508,8000,0.0,0.0,0.0
