Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-03-18 01:10:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,3000,0.0,0.0,0.0
2024-03-18 01:15:00+00:00,11.869999885559082,11.869999885559082,11.859999656677246,11.859999656677246,4000,0.0,0.0,0.0
2024-03-18 01:20:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,6988,0.0,0.0,0.0
2024-03-18 01:30:00+00:00,11.869999885559082,11.880000114440918,11.869999885559082,11.880000114440918,5499,0.0,0.0,0.0
2024-03-18 01:45:00+00:00,11.869999885559082,11.869999885559082,11.859999656677246,11.859999656677246,11000,0.0,0.0,0.0
2024-03-18 01:50:00+00:00,11.880000114440918,11.880000114440918,11.859999656677246,11.859999656677246,3242,0.0,0.0,0.0
2024-03-18 01:55:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,3050,0.0,0.0,0.0
2024-03-18 02:05:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,2100,0.0,0.0,0.0
2024-03-18 02:20:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,2101,0.0,0.0,0.0
2024-03-18 02:25:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1030,0.0,0.0,0.0
2024-03-18 02:40:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,2965,0.0,0.0,0.0
2024-03-18 02:55:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1000,0.0,0.0,0.0
2024-03-18 03:05:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1000,0.0,0.0,0.0
2024-03-18 03:10:00+00:00,11.859999656677246,11.869999885559082,11.859999656677246,11.869999885559082,9196,0.0,0.0,0.0
2024-03-18 03:15:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1000,0.0,0.0,0.0
2024-03-18 03:20:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1000,0.0,0.0,0.0
2024-03-18 03:25:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1000,0.0,0.0,0.0
2024-03-18 03:30:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1100,0.0,0.0,0.0
2024-03-18 03:40:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,7000,0.0,0.0,0.0
2024-03-18 03:45:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,101000,0.0,0.0,0.0
2024-03-18 03:50:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,54000,0.0,0.0,0.0
2024-03-18 03:55:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,37000,0.0,0.0,0.0
2024-03-18 04:10:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1000,0.0,0.0,0.0
2024-03-18 04:15:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,1310,0.0,0.0,0.0
2024-03-18 04:20:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,1310,0.0,0.0,0.0
2024-03-18 04:25:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,1310,0.0,0.0,0.0
2024-03-18 04:30:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,1062,0.0,0.0,0.0
2024-03-18 04:40:00+00:00,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,3200,0.0,0.0,0.0
2024-03-18 04:50:00+00:00,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,7050,0.0,0.0,0.0
2024-03-18 05:05:00+00:00,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,6000,0.0,0.0,0.0
2024-03-18 05:10:00+00:00,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,5000,0.0,0.0,0.0
2024-03-18 05:15:00+00:00,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,7100,0.0,0.0,0.0
2024-03-19 01:05:00+00:00,11.859999656677246,11.869999885559082,11.859999656677246,11.869999885559082,2496,0.0,0.0,0.0
2024-03-19 01:10:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,3000,0.0,0.0,0.0
2024-03-19 01:15:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,6038,0.0,0.0,0.0
2024-03-19 01:35:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,21001,0.0,0.0,0.0
2024-03-19 01:55:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,2001,0.0,0.0,0.0
2024-03-19 02:00:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,4001,0.0,0.0,0.0
2024-03-19 02:05:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,5270,0.0,0.0,0.0
2024-03-19 02:15:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,4001,0.0,0.0,0.0
2024-03-19 02:20:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,41003,0.0,0.0,0.0
2024-03-19 02:40:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,2000,0.0,0.0,0.0
2024-03-19 02:45:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1000,0.0,0.0,0.0
2024-03-19 02:50:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,10002,0.0,0.0,0.0
2024-03-19 03:00:00+00:00,11.890000343322754,11.890000343322754,11.890000343322754,11.890000343322754,20000,0.0,0.0,0.0
2024-03-19 03:05:00+00:00,11.890000343322754,11.890000343322754,11.890000343322754,11.890000343322754,20002,0.0,0.0,0.0
2024-03-19 03:20:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,5001,0.0,0.0,0.0
2024-03-19 03:25:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1001,0.0,0.0,0.0
2024-03-19 03:30:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,4002,0.0,0.0,0.0
2024-03-19 03:45:00+00:00,11.880000114440918,11.880000114440918,11.859999656677246,11.859999656677246,104000,0.0,0.0,0.0
2024-03-19 03:50:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1003,0.0,0.0,0.0
2024-03-19 04:10:00+00:00,11.880000114440918,11.880000114440918,11.869999885559082,11.869999885559082,4001,0.0,0.0,0.0
2024-03-19 04:25:00+00:00,11.869999885559082,11.869999885559082,11.869999885559082,11.869999885559082,3402,0.0,0.0,0.0
2024-03-19 04:35:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1511,0.0,0.0,0.0
2024-03-19 04:40:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,58000,0.0,0.0,0.0
2024-03-19 04:50:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,4035,0.0,0.0,0.0
2024-03-19 05:00:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1000,0.0,0.0,0.0
2024-03-19 05:05:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1000,0.0,0.0,0.0
2024-03-19 05:10:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1000,0.0,0.0,0.0
2024-03-19 05:15:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1100,0.0,0.0,0.0
2024-03-19 05:20:00+00:00,11.880000114440918,11.880000114440918,11.880000114440918,11.880000114440918,1054,0.0,0.0,0.0
2024-03-20 01:05:00+00:00,11.890000343322754,11.90999984741211,11.890000343322754,11.90999984741211,0,0.0,0.0,0.0
2024-03-20 01:10:00+00:00,11.90999984741211,11.90999984741211,11.90999984741211,11.90999984741211,2000,0.0,0.0,0.0
2024-03-20 01:20:00+00:00,11.90999984741211,11.90999984741211,11.90999984741211,11.90999984741211,29000,0.0,0.0,0.0
2024-03-20 01:55:00+00:00,11.899999618530273,11.899999618530273,11.899999618530273,11.899999618530273,5100,0.0,0.0,0.0
